state_region,wind_energy_mw,solar_energy_mw,other_res_mw,total_mw,cumulative_wind_mw,cumulative_solar_mw,cumulative_other_res_mw,cumulative_total_mw
  / Andhra Pradesh,54.36,24.91,0.0,79.27,559.59,329.31,0.0,888.9000000000001
 / Telangana,2.13,24.35,0.0,26.48,17.62,307.33,0.0,324.95
 / Karnataka,60.02,46.120000000000005,5.43,111.57000000000002,534.97,622.96,80.44,1238.37
 / Kerala,0.78,1.06,0.0,1.84,9.91,15.53,0.0,25.44
  / Tamil Nadu,104.67,31.3,0.0,135.97,1415.09,414.3,0.0,1829.39
 / Puducherry,0.0,0.05,0.0,0.05,0.0,0.61,0.0,0.61
  / Southern Region,149.62939013068092,127.79,5.43,322.44788727246555,2537.1800000000003,1690.0399999999995,80.44,4307.66
 / Bihar,0.0,0.75,0.0,0.75,0.0,11.1,0.0,11.1
/ Odisha,0.0,1.86,0.0,1.86,0.0,29.23,0.0,29.23
  / West Bengal,0.0,0.0,0.0,0.0,0.0,7.800000000000001,0.0,7.800000000000001
 / Eastern Region,0.0,2.6100000000000003,0.0,2.6100000000000003,0.0,48.13,0.0,48.13
 / Assam,0.0,0.45,0.0,0.45,0.0,12.31,0.0,12.31
 / Mizoram ,0.0,0.04,0.0,0.04,0.0,1.23,0.0,1.23
 / Tripura ,0.0,0.01,0.0,0.01,0.0,0.29,0.0,0.29
-   / North-Eastern Region,0.0,0.5,0.0,0.5,0.0,13.83,0.0,13.83
   / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,2570.6922662519737,3195.187856305391,301.54999999999995,5748.910909279285
 / Delhi,0.0,0.0,1.63,1.63,0.0,0.0,29.27,29.27
 / Haryana,0.0,0.78,1.36,2.14,0.0,15.46,24.18,39.64
  / Himachal Pradesh,0.0,0.12,7.16,7.28,0.0,2.3,149.09,151.39
 / Punjab,0.0,3.3,2.09,5.39,0.0,71.55,37.62,109.17
 / Rajasthan,6.58,138.54,0.63,145.75,249.57,2537.4,8.73,2795.7
  / Uttar Pradesh,0.0,14.45,0.0,14.45,0.0,238.86,0.0,238.86
 / Uttarakhand,0.0,0.49,0.0,0.49,0.0,9.64,0.0,9.64
 /Northern Region,6.58,157.68,12.87,177.13,249.57,2875.21,248.89,3373.67
 / Chhattisgarh,0.0,2.65,1.0,3.65,0.0,52.57,18.3,70.87
 / Gujarat,22.31,48.74,0.1,71.15,603.5,837.42,1.2,1442.12
  / Madhya Pradesh,8.0,19.17,1.4,28.57,107.4,330.87,26.6,464.87
 / Maharashtra,14.4,18.6,0.0,33.0,160.7,332.11,0.0,492.81
 /Western Region,44.71,89.16,2.5,136.37,871.6,1552.97,46.1,2470.67
  / Andhra Pradesh,3.17,14.89,0.0,18.06,148.08,310.4,0.0,458.48
 / Telangana,0.52,16.68,0.0,17.2,8.46,302.41,0.0,310.87
 / Karnataka,7.94,27.56,10.33,45.83,215.39,645.99,201.12,1062.5
 / Kerala,0.32,1.62,0.0,1.94,3.11,20.95,0.0,24.06
 / Tamil Nadu,49.45,42.21,0.0,91.66,525.33,626.69,0.0,1152.02
 / Pondicherry,0.0,0.03,0.0,0.03,0.0,0.85,0.0,0.85
 /Southern Region,61.4,102.99,10.33,174.72,900.37,1907.29,201.12,3008.78
 / Bihar,0.0,0.89,0.0,0.89,0.0,15.5,0.0,15.5
 / Odisha,0.0,2.7,1.26,3.96,0.0,44.24,22.06,66.3
  / West Bengal,0.0,0.0,0.63,0.63,0.0,0.0,10.23,10.23
 /Eastern Region,0.0,3.59,1.89,5.48,0.0,59.74,32.29,92.03
 / Assam,0.0,0.65,0.0,0.65,0.0,10.59,0.0,10.59
 / Mizoram,0.0,0.1,0.0,0.1,0.0,1.32,0.0,1.32
 / Tripura,0.0,0.01,0.0,0.01,0.0,0.18,0.0,0.18
- /North-Eastern Region,0.0,0.76,0.0,0.76,0.0,12.09,0.0,12.09
  / All India,112.69,178.86251072912162,20.664966039833857,322.44788727246555,2021.54,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,1.39,1.39,0.0,0.0,14.12,14.12
 / Haryana,0.0,0.92,1.52,2.44,0.0,7.84,14.71,22.55
  / Himachal Pradesh,0.0,0.0,6.94,6.94,0.0,0.11,62.82,62.93
 / Punjab,0.0,3.79,3.02,6.8100000000000005,0.0,30.27,27.18,57.45
 / Rajasthan,17.7,126.3,0.46,144.46,137.51999999999998,1067.23,4.27,1209.02
  / Uttar Pradesh,0.0,13.9,0.0,13.9,0.0,112.8,0.0,112.8
 / Uttarakhand,0.0,0.0,0.24,0.24,0.0,5.35,2.87,8.219999999999999
  / Northern Region ,17.7,144.91000000000005,13.570000000000002,176.18000000000004,137.51999999999998,1223.6,125.97,1487.09
 / Chhattisgarh,0.0,1.8,0.0,1.8,31.3,43.1,7.25,81.65
 / Gujarat,39.42,35.69,0.0,75.11,354.21000000000004,270.25,0.9,625.36
  / Madhya Pradesh,11.6,15.03,0.9,27.53,62.4,116.82,6.800000000000001,186.02
 / Maharashtra,8.7,14.4,0.0,23.1,110.4,107.9,0.0,218.3
  / Western Region,59.72,66.92,0.9,127.54,558.3100000000001,538.07,14.95,1111.33
  / Andhra Pradesh,5.29,22.770000000000003,0.0,28.06,84.96000000000001,188.57,0.0,273.53
 / Telangana,0.44,20.04,0.0,20.48,3.54,167.97,0.0,171.51
 / Karnataka,7.34,45.57,6.34,59.25,96.2,368.25,66.27,530.72
 / Kerala,0.29,1.38,0.0,1.67,2.03,11.92,0.0,13.95
  / Tamil Nadu,23.32,29.2,0.0,52.52,134.96,211.8,0.0,346.76
 / Puducherry,0.0,0.04,0.0,0.04,0.0,0.29,0.0,0.29
  / Southern Region,36.68,119.0,6.34,162.02,321.69000000000005,948.8,66.27,1336.76
 / Bihar,0.0,0.86,0.0,0.86,0.0,6.72,0.0,6.72
/ Odisha,0.0,1.88,0.0,1.88,0.0,17.330000000000002,0.0,17.330000000000002
  / West Bengal,0.0,0.0,2.6,2.6,0.0,0.0,10.44,10.44
 / Eastern Region,0.0,2.74,2.6,5.34,0.0,24.05,10.44,34.49
 / Assam,0.0,1.12,0.0,1.12,0.0,8.350000000000001,0.0,8.350000000000001
 / Mizoram ,0.0,0.12,0.0,0.12,0.0,0.8200000000000001,0.0,0.8200000000000001
-   / North-Eastern Region,0.0,1.2600000000000002,0.0,1.2600000000000002,0.0,9.310000000000002,0.0,9.310000000000002
   / All India,114.1,178.86251072912162,20.664966039833857,322.44788727246555,1017.52,2743.8300000000004,217.63,3978.98
 / Delhi,0.0,0.0,0.44,0.44,0.0,0.0,11.08,11.08
 / Haryana,0.0,0.81,1.98,2.79,0.0,7.890000000000001,19.33,27.22
  / Himachal Pradesh,0.0,0.04,2.99,3.03,0.0,0.48,28.22,28.7
 / Punjab,0.0,2.73,2.74,5.470000000000001,0.0,29.9,24.660000000000004,54.56
 / Rajasthan,47.71,88.68,0.65,137.04,164.45,935.72,6.06,1106.23
  / Uttar Pradesh,0.0,12.67,0.0,12.67,0.0,112.41,0.0,112.41
 / Uttarakhand,0.0,0.6,0.87,1.47,0.0,4.71,7.65,12.36
  / Northern Region ,47.71,105.53,9.67,162.90999999999997,164.45,1091.11,97.0,1352.56
 / Chhattisgarh,0.0,2.0,0.0,2.0,0.0,15.8,0.0,15.8
 / Gujarat,33.82,32.480000000000004,0.1,66.4,392.16,286.08000000000004,0.6000000000000001,678.84
  / Madhya Pradesh,2.2,13.54,1.6,17.34,43.1,127.72,16.1,186.92
 / Maharashtra,6.5,15.8,0.0,22.3,82.0,134.0,0.0,216.0
  / Western Region,42.52,63.82000000000001,1.7000000000000002,108.04,517.26,563.6,16.700000000000003,1097.56
  / Andhra Pradesh,7.39,26.31,0.0,33.7,94.25,215.9,0.0,310.15
 / Telangana,0.36,22.22,0.0,22.58,5.68,187.95,0.0,193.63
 / Karnataka,9.39,50.190000000000005,13.06,72.64,119.47,421.09,117.05,657.61
 / Kerala,0.11,1.38,0.0,1.49,1.83,11.21,0.0,13.04
  / Tamil Nadu,10.85,28.8,0.0,39.65,166.65,207.0,0.0,373.65
 / Puducherry,0.0,0.05,0.0,0.05,0.0,0.32,0.0,0.32
  / Southern Region,28.1,128.95000000000002,13.06,170.11000000000004,387.88,1043.47,117.05,1548.4
 / Bihar,0.0,0.8,0.0,0.8,0.0,5.66,0.0,5.66
/ Odisha,0.0,1.73,0.0,1.73,0.0,20.73,0.0,20.73
  / West Bengal,0.0,0.0,2.6,2.6,0.0,0.0,15.72,15.72
 / Eastern Region,0.0,2.53,2.6,5.130000000000001,0.0,26.39,15.72,42.11
 / Assam,0.0,0.48,0.0,0.48,0.0,5.16,0.0,5.16
 / Tripura ,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16
-   / North-Eastern Region,0.0,0.48,0.0,0.48,0.0,5.32,0.0,5.32
   / All India,118.32999999999998,178.86251072912162,20.664966039833857,322.44788727246555,1069.59,2729.8900000000003,246.47,4045.95
 / Delhi,0.0,0.0,1.87,1.87,0.0,0.0,24.180000000000003,24.180000000000003
 / Haryana,0.0,0.87,1.07,1.94,0.0,11.45,13.31,24.76
  / Himachal Pradesh,0.0,0.1,8.66,8.76,0.0,0.39,125.43,125.82
 / Punjab,0.0,4.54,3.02,7.56,0.0,62.63,39.260000000000005,101.89
 / Rajasthan,32.38,111.48999999999998,0.32,144.18999999999997,314.56,1545.68,6.229999999999999,1866.47
  / Uttar Pradesh,0.0,8.099999999999998,0.0,8.099999999999998,0.0,115.03,0.0,115.03
 / Uttarakhand,0.0,0.49,0.0,0.49,0.0,6.840000000000001,0.0,6.840000000000001
  / Northern Region ,32.38,125.58999999999996,14.94,172.90999999999997,314.56,1742.02,208.41,2264.99
 / Chhattisgarh,0.0,0.95,0.9,1.85,0.0,14.28,10.4,24.68
 / Gujarat,79.39000000000001,27.68,0.1,107.17000000000002,1186.93,374.12,0.8999999999999999,1561.9500000000005
  / Madhya Pradesh,20.7,5.49,1.6,27.79,205.8,125.36,16.4,347.55999999999995
 / Maharashtra,33.7,13.84,0.0,47.540000000000006,461.3,160.75000000000003,0.0,622.0500000000001
  / Western Region,133.79000000000002,47.96,2.6,184.35,1854.03,674.51,27.7,2556.24
  / Andhra Pradesh,40.65,22.32,0.0,62.97,541.6000000000001,221.49,0.0,763.0900000000001
 / Telangana,0.79,17.66,0.0,18.45,13.05,168.64,0.0,181.69000000000003
 / Karnataka,32.78,42.41,7.46,82.64999999999999,518.3499999999999,455.8,73.14,1047.29
 / Kerala,0.67,1.28,0.0,1.95,8.75,14.34,0.0,23.09
  / Tamil Nadu,108.7,31.71,0.0,140.41,1399.24,406.9099999999999,0.0,1806.15
 / Puducherry,0.0,0.04,0.0,0.04,0.0,0.8300000000000001,0.0,0.8300000000000001
  / Southern Region,149.62939013068092,115.42000000000002,7.46,306.47,2480.99,1268.01,73.14,3822.14
 / Bihar,0.0,0.76,0.0,0.76,0.0,8.18,0.0,8.18
/ Odisha,0.0,1.19,0.0,1.19,0.0,19.83,0.0,19.83
 / Eastern Region,0.0,1.95,0.0,1.95,0.0,33.29,0.0,33.29
 / Assam,0.0,0.82,0.0,0.82,0.0,12.69,0.0,12.69
 / Mizoram ,0.0,0.09,0.0,0.09,0.0,1.3000000000000005,0.0,1.3000000000000005
 / Tripura ,0.0,0.02,0.0,0.02,0.0,0.1799999999999999,0.0,0.1799999999999999
-   / North-Eastern Region,0.0,0.93,0.0,0.93,0.0,14.170000000000002,0.0,14.170000000000002
   / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,2570.6922662519737,3195.187856305391,309.25,5748.910909279285
 / Delhi,0.0,0.0,1.65,1.65,0.0,0.0,26.54,26.54
 / Haryana,0.0,0.68,0.82,1.5,0.0,12.83,17.27,30.1
  / Himachal Pradesh,0.0,0.05,10.98,11.03,0.0,0.44,159.15,159.59
 / Punjab,0.0,4.24,3.02,7.26,0.0,64.06,51.34,115.4
 / Rajasthan,23.9,109.54,0.48,133.92,495.51,1929.81,6.79,2432.11
  / Uttar Pradesh,0.0,10.45,0.0,10.45,0.0,149.48,2.51,151.98999999999998
 / Uttarakhand,0.0,0.61,0.0,0.61,0.0,7.24,0.0,7.24
  / Northern Region ,23.9,125.57,16.95,166.42,495.51,2163.86,263.6,2922.97
 / Chhattisgarh,0.0,1.0,0.0,1.0,0.0,20.5,0.0,20.5
 / Gujarat,58.41,22.68,0.1,81.19,1089.38,374.64,0.8,1464.82
  / Madhya Pradesh,9.4,6.68,0.8,16.88,178.0,150.84,14.2,343.04
 / Maharashtra,49.1,8.8,0.0,57.900000000000006,700.7,180.4,0.0,881.1
  / Western Region,116.91,39.16,0.9,156.97,1968.08,726.38,15.000000000000002,2709.46
  / Andhra Pradesh,58.69,17.05,0.0,75.74,868.25,308.01,0.0,1176.26
 / Telangana,1.97,10.34,0.0,12.31,21.96,286.02,0.0,307.98
 / Karnataka,55.43,27.43,5.25,88.11,802.8,553.27,98.55,1454.62
 / Kerala,0.69,1.19,0.0,1.88,11.47,15.32,0.0,26.79
  / Tamil Nadu,106.62,34.0,0.0,140.62,1756.9299999999998,481.44,0.0,2238.37
 / Puducherry,0.0,0.04,0.0,0.04,0.0,0.57,0.0,0.57
  / Southern Region,149.62939013068092,90.05,5.25,318.7,2570.6922662519737,1644.63,98.55,5204.589999999999
 / Bihar,0.0,0.56,0.0,1.08,0.0,10.51,0.0,10.51
/ Odisha,0.0,1.08,0.0,0.56,0.0,37.81,0.0,37.81
 / Eastern Region,0.0,1.64,0.0,1.64,0.0,56.24,0.0,56.24
 / Assam,0.0,0.55,0.0,0.55,0.0,15.08,0.0,15.08
 / Mizoram ,0.0,0.11,0.0,0.11,0.0,1.77,0.0,1.77
-   / North-Eastern Region,0.0,0.67,0.0,0.67,0.0,17.05,0.0,17.05
 / Delhi,0.0,0.0,1.63,1.63,0.0,0.0,14.78,14.78
 / Haryana,0.0,0.76,1.28,2.04,0.0,5.7,10.63,16.33
  / Himachal Pradesh,0.0,0.14,17.24,17.38,0.0,0.98,126.26,127.24
 / Punjab,0.0,4.6,2.09,6.69,0.0,38.09,18.81,56.9
 / Rajasthan,13.36,146.31,0.3,159.97,80.18,1114.64,2.93,1197.75
  / Uttar Pradesh,0.0,12.09,0.0,12.09,0.0,110.25,0.0,110.25
 / Uttarakhand,0.0,0.59,0.0,0.59,0.0,4.33,0.0,4.33
 /Northern Region,13.36,164.49,20.664966039833857,200.39,80.18,1273.99,173.41,1527.58
 / Chhattisgarh,0.0,2.58,0.8,3.38,0.0,24.42,8.1,32.52
 / Gujarat,55.0,48.2,0.0,103.2,399.99,356.3,0.0,756.29
  / Madhya Pradesh,9.3,12.84,1.2,23.34,79.8,123.2,11.3,214.3
 / Maharashtra,31.0,15.24,0.0,46.24,342.4,121.15,0.0,463.55
 /Western Region,95.3,78.86,2.0,176.16,822.19,625.07,19.4,1466.66
  / Andhra Pradesh,56.94,19.49,0.0,76.43,445.72,143.78,0.0,589.5
 / Telangana,1.57,8.02,0.0,9.59,12.42,90.81,0.0,103.23
 / Karnataka,57.97,37.46,14.2,109.63,514.79,315.4,120.59,950.78
 / Kerala,0.64,1.08,0.0,1.72,6.54,10.07,0.0,16.61
 / Tamil Nadu,127.12,41.19,0.0,168.31,1113.47,382.98,0.0,1496.45
 / Pondicherry,0.0,0.06,0.0,0.06,0.0,0.55,0.0,0.55
 /Southern Region,149.62939013068092,107.3,14.2,322.44788727246555,2092.94,943.59,120.59,3157.12
 / Bihar,0.0,1.14,0.0,1.14,0.0,9.21,0.0,9.21
 / Odisha,0.0,0.67,0.85,1.52,0.0,16.08,10.98,27.06
  / West Bengal,0.0,0.29,0.0,0.29,0.0,2.44,0.0,2.44
 /Eastern Region,0.0,2.1,0.85,2.95,0.0,27.73,10.98,38.71
 / Assam,0.0,1.09,0.0,1.09,0.0,11.35,0.0,11.35
 / Mizoram,0.0,0.14,0.0,0.14,0.0,1.01,0.0,1.01
 / Tripura,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06
- /North-Eastern Region,0.0,1.23,0.0,1.23,0.0,12.42,0.0,12.42
  / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,2570.6922662519737,2882.8,324.38,5748.910909279285
 / Delhi,0.0,0.0,0.6,0.6,0.0,0.0,28.54,28.54
 / Haryana,0.0,0.83,0.91,1.74,0.0,21.33,21.66,42.99
  / Himachal Pradesh,0.0,0.08,11.16,11.24,0.0,0.7200000000000001,326.1599999999999,326.87999999999994
 / Punjab,0.0,4.7,3.02,7.720000000000001,0.0,98.39,75.50000000000001,173.89000000000004
 / Rajasthan,62.99,108.50999999999996,0.49,171.98999999999998,1182.5000000000002,2730.729999999999,12.620000000000005,3925.85
  / Uttar Pradesh,0.0,9.89,0.0,9.89,0.0,215.1,0.0,215.1
 / Uttarakhand,0.0,0.61,0.0,0.61,0.0,10.999999999999998,0.0,10.999999999999998
  / Northern Region ,62.99,124.61999999999996,16.18,203.79,1182.5000000000002,3077.269999999999,366.27716627181826,4724.25
 / Chhattisgarh,0.0,1.2,0.8,2.0,0.0,30.680000000000003,14.999999999999996,45.68
 / Gujarat,142.16999999999996,24.03,0.1,166.29999999999995,2570.6922662519737,487.56,1.9000000000000008,3993.31
  / Madhya Pradesh,21.0,9.73,1.4,32.13,461.1,221.67000000000004,27.9,710.67
 / Maharashtra,29.7,14.3,0.0,44.0,1030.8000000000002,289.33,0.0,1320.13
  / Western Region,149.62939013068092,49.26,2.3,244.42999999999995,2570.6922662519737,1029.24,44.8,5748.910909279285
  / Andhra Pradesh,30.22,21.85,0.0,52.06999999999999,988.91,514.9799999999999,0.0,1503.89
 / Telangana,0.91,20.11,0.0,21.02,27.98,438.82,11.69,478.49
 / Karnataka,31.95,44.32,7.17,83.44,991.88,1003.92,203.22,2199.02
 / Kerala,0.65,1.53,0.0,2.18,16.53,34.75,0.0,51.28
  / Tamil Nadu,71.74,37.17,0.0,108.91,2133.8499999999995,880.2299999999999,0.0,3014.0799999999995
 / Puducherry,0.0,0.07,0.0,0.07,0.0,1.640000000000001,0.0,1.640000000000001
  / Southern Region,135.47,125.04999999999998,7.17,267.69,2570.6922662519737,2874.34,214.91,5748.910909279285
 / Bihar,0.0,0.4,0.0,0.4,0.0,11.530000000000005,0.0,11.530000000000005
/ Odisha,0.0,1.24,0.0,1.24,0.0,38.04,0.0,38.04
 / Eastern Region,0.0,1.64,0.0,1.64,0.0,60.13,0.0,60.13
 / Assam,0.0,0.72,0.0,0.72,0.0,18.750000000000004,0.0,18.750000000000004
 / Mizoram ,0.0,0.11,0.0,0.11,0.0,2.0100000000000007,0.0,2.0100000000000007
 / Tripura ,0.0,0.01,0.0,0.01,0.0,0.3300000000000001,0.0,0.3300000000000001
-   / North-Eastern Region,0.0,0.84,0.0,0.84,0.0,21.090000000000007,0.0,21.090000000000007
 / Delhi,0.0,0.0,0.43,0.43,0.0,0.0,21.51,21.51
 / Haryana,0.0,1.03,0.81,1.84,0.0,19.81,26.77,46.58
  / Himachal Pradesh,0.0,0.0,4.15,4.15,0.0,0.43,99.07,99.5
 / Punjab,0.0,3.43,3.37,6.800000000000001,0.0,76.35,67.44,143.79
 / Rajasthan,34.050000000000004,76.82,0.49,111.36,354.53,1832.997,25.05,2212.577
  / Uttar Pradesh,0.0,10.32,0.0,10.32,0.0,245.96,54.0,299.96000000000004
 / Uttarakhand,0.0,0.74,0.81,1.55,0.0,14.7,19.93,34.629999999999995
  / Northern Region ,34.050000000000004,92.34,10.060000000000002,136.45000000000002,354.53,2190.2469999999994,313.77000000000004,2858.5470000000005
 / Chhattisgarh,0.0,1.2,0.0,1.2,0.0,26.4,0.0,26.4
 / Gujarat,60.28999999999999,25.68,0.0,85.97,923.59,631.4932,0.0,1555.0832
  / Madhya Pradesh,9.0,13.42,1.0,23.42,239.7,370.43,34.7,644.8299999999999
 / Maharashtra,7.2,8.7,0.0,15.9,235.2,230.2,0.0,465.4
  / Western Region,76.49,49.0,1.0,126.49,1398.49,1258.5232,34.7,2691.7132
  / Andhra Pradesh,12.28,27.3,0.0,39.58,327.41,657.18,0.0,984.59
 / Telangana,1.28,24.23,0.0,25.51,20.31,570.99,0.0,591.3
 / Karnataka,20.34,48.22,16.99,85.55,347.92,1164.1999999999998,366.27716627181826,1923.1
 / Kerala,0.14,0.83,0.0,0.97,4.3100000000000005,20.4,0.0,24.71
  / Tamil Nadu,23.65,21.9,0.0,45.55,358.41,539.5,0.0,897.91
 / Puducherry,0.0,0.07,0.0,0.07,0.0,0.76,0.0,0.76
  / Southern Region,57.69,122.54999999999998,16.99,197.23,1058.36,2953.03,366.27716627181826,4422.37
 / Bihar,0.0,0.0,0.46,0.46,0.0,0.0,14.45,14.45
/ Odisha,0.0,0.0,1.91,1.91,0.0,0.0,47.22,47.22
  / West Bengal,0.0,0.0,2.64,2.64,0.0,0.0,70.92,70.92
 / Eastern Region,0.0,0.0,5.01,5.01,0.0,0.0,132.59,132.59
 / Assam,0.0,0.34,0.0,0.34,0.0,8.96,0.0,8.96
 / Tripura ,0.0,0.03,0.0,0.03,0.0,0.65,0.0,0.65
-   / North-Eastern Region,0.0,0.37,0.0,0.37,0.0,9.61,0.0,9.61
 / Delhi,0.0,0.0,1.09,1.09,0.0,0.0,13.67,13.67
 / Haryana,0.0,0.14,2.1,2.24,0.0,5.49,26.75,32.24
  / Himachal Pradesh,0.0,0.0,2.77,2.77,0.0,0.0,37.71,37.71
 / Punjab,0.0,0.77,2.74,3.51,0.0,17.830000000000002,35.620000000000005,53.45
 / Rajasthan,6.43,75.44,0.52,82.39,209.55,1188.28,7.42,1405.25
  / Uttar Pradesh,0.0,8.7,0.0,8.7,0.0,86.1,0.0,86.1
 / Uttarakhand,0.0,0.4,0.89,1.29,0.0,2.51,11.27,13.78
  / Northern Region ,6.43,85.45,10.11,101.99,209.55,1300.2099999999998,132.44,1642.1999999999998
 / Chhattisgarh,0.0,1.4,0.0,1.4,0.0,16.1,0.0,16.1
 / Gujarat,35.02,28.09,0.1,63.21,803.89,340.11,1.2000000000000002,1145.2
  / Madhya Pradesh,7.5,11.54,2.0,21.04,113.1,148.99,26.7,288.79
 / Maharashtra,8.9,14.2,0.0,23.1,109.3,158.8,0.0,268.1
  / Western Region,51.42,55.23,2.1,108.75,1026.29,664.0,27.9,1718.19
  / Andhra Pradesh,7.71,24.55,0.0,32.26,137.82999999999998,309.71000000000004,0.0,447.54
 / Telangana,0.19,19.22,0.0,19.41,6.930000000000001,235.22,0.0,242.15
 / Karnataka,5.57,45.28,15.55,66.4,174.72,566.62,179.49,920.83
 / Kerala,0.1,1.24,0.0,1.34,3.7,18.0,0.0,21.7
  / Tamil Nadu,12.79,32.1,0.0,44.89,346.88,349.5,0.0,696.38
  / Southern Region,26.36,122.43,15.55,164.34,670.06,1479.38,179.49,2328.93
 / Bihar,0.0,0.46,0.0,0.46,0.0,5.81,0.0,5.81
/ Odisha,0.0,1.83,0.0,1.83,0.0,25.53,0.0,25.53
  / West Bengal,0.0,0.0,0.0,0.0,0.0,7.92,5.28,13.2
 / Eastern Region,0.0,2.29,0.0,2.29,0.0,39.26,5.28,44.54
 / Assam,0.0,0.54,0.0,0.54,0.0,8.91,0.0,8.91
 / Tripura ,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18
-   / North-Eastern Region,0.0,0.54,0.0,0.54,0.0,9.09,0.0,9.09
   / All India,84.21,178.86251072912162,20.664966039833857,322.44788727246555,1905.9,3195.187856305391,345.11,5742.95
 / Delhi,0.0,0.0,2.09,2.09,0.0,0.0,41.76,41.76
 / Haryana,0.0,1.03,2.09,3.12,0.0,23.86,52.32,76.18
  / Himachal Pradesh,0.0,0.0,5.36,5.36,0.0,0.99,107.78,108.77
 / Punjab,0.0,3.88,3.03,6.91,0.0,85.31,84.55,169.86
 / Rajasthan,9.52,123.55,0.61,133.68,474.11,2945.41,15.14,3434.66
  / Uttar Pradesh,0.0,13.55,0.0,13.55,0.0,322.36,0.0,322.36
 / Uttarakhand,0.0,0.79,0.67,1.46,0.0,17.19,22.49,39.68
  / Northern Region ,9.52,142.8,13.849999999999998,166.17000000000002,474.11,3195.187856305391,324.04,4193.27
 / Chhattisgarh,0.0,1.6,0.0,1.6,0.0,45.3,0.0,45.3
 / Gujarat,50.71,35.07,0.0,85.78,1117.824,853.76,3.3000000000000003,1974.884
  / Madhya Pradesh,3.1,14.19,1.7,18.99,212.0,379.91,38.9,630.81
 / Maharashtra,8.8,17.2,0.0,26.0,318.6,397.5,0.0,716.1
  / Western Region,62.61,68.06,1.7,132.37,1648.424,1676.4699999999998,42.2,3367.094
  / Andhra Pradesh,8.43,27.23,0.0,35.66,381.76,694.52,0.0,1076.28
 / Telangana,0.2,22.92,0.0,23.12,18.6,575.38,0.0,593.98
 / Karnataka,12.17,47.59,9.86,69.62,565.09,1318.01,305.17,2188.27
 / Kerala,0.12,1.64,0.0,1.7599999999999998,6.96,42.34,0.0,49.3
  / Tamil Nadu,8.26,28.0,0.0,36.26,629.49,803.7,0.0,1433.19
 / Puducherry,0.0,0.05,0.0,0.05,0.0,1.32,0.0,1.32
  / Southern Region,29.18,127.43,9.86,166.47,1601.9,3195.187856305391,305.17,5342.34
 / Bihar,0.0,1.35,0.0,1.35,0.0,20.96,0.0,20.96
/ Odisha,0.0,1.85,0.0,1.85,0.0,50.48,0.0,50.48
 / Eastern Region,0.0,3.2,0.0,3.2,0.0,74.08,15.36,89.44
 / Assam,0.0,0.93,0.0,0.93,0.0,20.85,0.0,20.85
-   / North-Eastern Region,0.0,0.95,0.0,0.95,0.0,21.41,0.0,21.41
   / All India,101.31,178.86251072912162,20.664966039833857,322.44788727246555,2570.6922662519737,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,1.64,1.64,0.0,0.0,14.48,14.48
 / Haryana,0.0,0.83,1.28,2.11,0.0,7.57,10.41,17.98
  / Himachal Pradesh,0.0,0.12,10.3,10.42,0.0,1.35,74.57,75.91999999999999
 / Punjab,0.0,5.08,3.14,8.22,0.0,41.46,25.12,66.58
 / Rajasthan,13.52,154.16999999999996,0.27,167.95999999999998,128.47,1177.66,3.0899999999999994,1309.2199999999998
  / Uttar Pradesh,0.0,13.4,0.0,13.4,0.0,117.89,0.0,117.89
 / Uttarakhand,0.0,0.63,0.0,0.63,0.0,5.340000000000001,0.0,5.340000000000001
  / Northern Region ,13.52,174.22999999999996,16.63,204.38,128.47,1351.2699999999998,127.67,1607.4099999999996
 / Chhattisgarh,0.0,3.52,1.1,4.62,0.0,25.899999999999995,8.399999999999999,34.3
 / Gujarat,79.57000000000001,56.57000000000001,0.1,136.24,696.8100000000001,437.03,0.7,1134.5400000000002
  / Madhya Pradesh,16.3,18.09,1.7,36.09,115.5,160.93,13.6,290.03000000000003
 / Maharashtra,13.4,17.959999999999997,0.0,31.36,149.70000000000002,150.55,0.0,300.25
  / Western Region,109.27,96.14,2.9000000000000004,208.31,962.01,774.4100000000001,22.7,1759.12
  / Andhra Pradesh,13.23,23.26,0.0,36.49,121.06,185.67,0.0,306.73
 / Telangana,0.88,24.41,0.0,25.29,4.42,185.09,0.0,189.51
 / Karnataka,13.99,48.38999999999999,5.33,67.71,210.31,388.36,39.53,638.1999999999999
 / Kerala,0.21,1.49,0.0,1.7,3.49,11.61,0.0,15.1
  / Tamil Nadu,20.65,35.89,0.0,56.54,285.69999999999993,294.61,0.0,580.31
 / Puducherry,0.0,0.06,0.0,0.06,0.0,0.54,0.0,0.54
  / Southern Region,48.96,133.5,5.33,187.79,624.98,1065.88,39.53,1730.39
 / Bihar,0.0,0.92,0.0,0.92,0.0,6.840000000000001,0.0,6.840000000000001
/ Odisha,0.0,3.65,0.0,3.65,0.0,22.23,0.0,22.23
