state_region,wind_energy_mw,solar_energy_mw,other_res_mw,total_mw,cumulative_wind_mw,cumulative_solar_mw,cumulative_other_res_mw,cumulative_total_mw
 / Kerala,0.14,0.88,0.0,1.02,5.87,17.01,0.0,22.88
 / Tamil Nadu,15.99,38.78,0.0,54.77,818.09,592.05,0.0,1410.14
 / Pondicherry,0.0,0.07,0.0,0.07,0.0,0.91,0.0,0.91
 /Southern Region,29.21,122.62,12.51,164.34,1791.84,1684.82,171.62,3648.28
 / Bihar,0.0,1.04,0.0,1.04,0.0,11.42,0.0,11.42
 / Odisha,0.0,8.01,1.26,9.27,0.0,30.76,19.03,49.79
  / West Bengal,0.0,0.32,0.0,0.32,0.0,4.43,0.0,4.43
 /Eastern Region,0.0,9.37,1.26,10.63,0.0,46.61,19.03,65.64
 / Assam,0.0,0.74,0.0,0.74,0.0,11.48,0.0,11.48
 / Mizoram,0.0,0.1,0.0,0.1,0.0,1.02,0.0,1.02
- /North-Eastern Region,0.0,0.84,0.0,0.84,0.0,13.45,0.0,13.45
 / Delhi,0.0,0.0,0.42,0.42,0.0,0.0,3.75,3.75
 / Haryana,0.0,0.88,1.18,2.06,0.0,4.72,5.699999999999999,10.419999999999998
  / Himachal Pradesh,0.0,0.0,9.76,9.76,0.0,0.0,52.05,52.05
 / Punjab,0.0,4.02,5.13,9.15,0.0,18.98,18.61,37.59
 / Rajasthan,11.83,79.62,0.65,92.1,89.67999999999999,393.6,8.12,491.4
  / Uttar Pradesh,0.0,10.23,0.0,10.23,0.0,61.9,16.8,78.7
 / Uttarakhand,0.0,0.7,0.73,1.43,0.0,3.56,3.99,7.55
  / Northern Region ,11.83,95.45000000000002,17.869999999999997,125.15000000000002,89.67999999999999,482.76,109.02,681.46
 / Chhattisgarh,0.0,1.1,0.0,1.1,0.0,5.5,0.0,5.5
 / Gujarat,29.87,25.47,0.0,55.34,143.95,133.07,0.0,277.02
  / Madhya Pradesh,3.9,14.53,0.8,19.23,39.9,72.6,3.6,116.1
 / Maharashtra,10.9,11.6,0.0,22.5,61.0,49.9,0.0,110.9
  / Western Region,44.67,52.7,0.8,98.17,244.85,261.07,3.6,509.52
  / Andhra Pradesh,12.52,23.03,0.0,35.55,54.99,114.25,0.0,169.24
 / Telangana,0.42,19.72,0.0,20.14,2.33,98.61,0.0,100.94
 / Karnataka,8.68,40.16,12.85,61.690000000000005,53.54,208.23,217.46,479.23
 / Kerala,0.11,0.7,0.0,0.8099999999999999,0.89,3.99,0.0,4.88
  / Tamil Nadu,3.86,19.1,0.0,22.96,46.09,99.9,0.0,145.99
  / Southern Region,25.59,102.78,12.85,141.22,157.84,525.1800000000001,217.46,900.48
 / Bihar,0.0,0.0,0.64,0.64,0.0,0.0,2.63,2.63
/ Odisha,0.0,0.0,1.19,1.19,0.0,0.0,8.3,8.3
  / West Bengal,0.0,0.0,2.64,2.64,0.0,0.0,13.08,13.08
 / Eastern Region,0.0,0.0,4.470000000000001,4.470000000000001,0.0,0.0,24.01,24.01
 / Assam,0.0,0.42,0.0,0.42,0.0,2.1,0.0,2.1
-   / North-Eastern Region,0.0,0.43,0.0,0.43,0.0,2.15,0.0,2.15
   / All India,82.08999999999999,178.86251072912162,20.664966039833857,322.44788727246555,492.37,1271.16,354.09,2117.6200000000003
 / Delhi,0.0,0.0,1.42,1.42,0.0,0.0,10.26,10.26
 / Haryana,0.0,0.98,0.98,1.96,0.0,6.26,7.460000000000001,13.72
  / Himachal Pradesh,0.0,0.2,11.19,11.39,0.0,1.12,79.42,80.54
 / Punjab,0.0,5.08,3.14,8.22,0.0,35.25,21.98,57.23
 / Rajasthan,24.21,142.95999999999998,0.34,167.51,314.06,1070.26,1.5200000000000002,1385.84
  / Uttar Pradesh,0.0,15.77,0.0,15.77,0.0,99.08,0.0,99.08
 / Uttarakhand,0.0,0.7,0.0,0.7,0.0,4.38,0.0,4.38
  / Northern Region ,24.21,165.68999999999997,17.07,206.97,314.06,1216.35,120.64,1651.05
 / Chhattisgarh,0.0,3.3,0.8,4.1,0.0,22.29,5.4,27.69
 / Gujarat,81.51,55.5,0.0,137.01,731.46,376.45,0.0,1107.91
  / Madhya Pradesh,14.7,18.99,1.2,34.89,116.4,131.64,9.6,257.64
 / Maharashtra,13.8,16.25,0.0,30.05,126.3,111.79,0.0,238.09
  / Western Region,110.01,94.04,2.0,206.05,974.16,642.17,15.0,1631.3300000000002
  / Andhra Pradesh,10.54,12.61,0.0,23.15,105.73,127.01,0.0,232.74
 / Telangana,0.33,18.46,0.0,18.79,3.3,126.41,0.0,129.71
 / Karnataka,9.21,30.43,4.08,43.72,145.99000000000004,267.9,31.75,445.64
 / Kerala,0.37,0.98,0.0,1.35,2.5500000000000003,7.57,0.0,10.12
  / Tamil Nadu,37.34,28.8,0.0,66.13999999999999,253.55,227.97000000000003,0.0,481.52
 / Puducherry,0.0,0.04,0.0,0.04,0.0,0.3699999999999999,0.0,0.3699999999999999
  / Southern Region,57.78999999999999,91.32,4.08,153.18999999999997,511.12,757.23,31.75,1300.1
 / Bihar,0.0,1.21,0.0,1.21,0.0,7.550000000000001,0.0,7.550000000000001
/ Odisha,0.0,3.48,0.0,3.48,0.0,22.62,0.0,22.62
  / West Bengal,0.0,0.3,0.0,0.3,0.0,1.64,0.0,1.64
 / Eastern Region,0.0,4.989999999999999,0.0,4.989999999999999,0.0,31.81,0.0,31.81
 / Assam,0.0,0.94,0.0,0.94,0.0,5.49,0.0,5.49
 / Mizoram ,0.0,0.08,0.0,0.08,0.0,0.83,0.0,0.83
-   / North-Eastern Region,0.0,1.02,0.0,1.02,0.0,6.37,0.0,6.37
   / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,1799.34,2653.9300000000003,167.39,4620.66
 / Delhi,0.0,0.0,0.44,0.44,0.0,0.0,28.5,28.5
 / Haryana,0.0,0.7,2.02,2.72,0.0,18.53,47.87,66.4
  / Himachal Pradesh,0.0,0.0,3.54,3.54,0.0,0.6900000000000001,71.66,72.35
 / Punjab,0.0,2.71,2.74,5.45,0.0,71.3,60.28,131.57999999999998
 / Rajasthan,9.08,97.8,0.48,107.36,350.89,2316.02,14.27,2681.18
  / Uttar Pradesh,0.0,12.47,0.0,12.47,0.0,268.38,16.8,285.18
 / Uttarakhand,0.0,0.7,0.88,1.58,0.0,12.31,18.99,31.3
  / Northern Region ,9.08,114.38,10.1,133.56,350.89,2687.23,258.37,3296.49
 / Chhattisgarh,0.0,1.8,0.0,1.8,0.0,40.0,0.0,40.0
 / Gujarat,38.32,37.61,0.1,76.03,927.66,729.37,1.6,1658.63
  / Madhya Pradesh,8.9,14.47,1.6,24.97,125.3,310.41,40.1,475.81000000000006
 / Maharashtra,8.1,15.6,0.0,23.7,220.8,345.7,0.0,566.5
  / Western Region,55.32,69.47999999999999,1.7000000000000002,126.5,1273.76,1425.48,41.7,2740.94
  / Andhra Pradesh,12.3,25.68,0.0,37.98,195.06,567.22,0.0,762.28
 / Telangana,0.34,22.25,0.0,22.59,11.33,488.55,0.0,499.88
 / Karnataka,8.79,50.69,12.17,71.64999999999999,282.02,1084.42,266.97,1633.41
 / Kerala,0.2,1.48,0.0,1.68,4.7,30.22,0.0,34.92
  / Tamil Nadu,22.67,34.1,0.0,56.77,402.12,633.4,0.0,1035.52
  / Southern Region,44.3,134.25000000000003,12.17,190.72000000000003,895.23,2804.77,266.97,3966.97
 / Bihar,0.0,0.69,0.0,0.69,0.0,14.84,0.0,14.84
/ Odisha,0.0,1.9,0.0,1.9,0.0,50.42,0.0,50.42
 / Eastern Region,0.0,2.59,0.0,2.59,0.0,65.26,38.66,103.92000000000002
 / Assam,0.0,0.42,0.0,0.42,0.0,13.31,0.0,13.31
-   / North-Eastern Region,0.0,0.44,0.0,0.44,0.0,13.73,0.0,13.73
   / All India,108.7,178.86251072912162,20.664966039833857,322.44788727246555,2519.88,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,1.92,1.92,0.0,0.0,45.06,45.06
 / Haryana,0.0,0.88,1.4,2.28,0.0,24.27,40.51,64.78
  / Himachal Pradesh,0.0,0.0,7.82,7.82,0.0,0.85,198.69,199.54
 / Punjab,0.0,3.86,3.02,6.88,0.0,91.76,81.54,173.3
 / Rajasthan,41.69,100.94,0.62,143.25,868.98,3169.35,16.05,4054.38
  / Uttar Pradesh,0.0,11.52,0.0,11.52,0.0,341.28,4.8,346.08
 / Uttarakhand,0.0,0.65,0.0,0.65,0.0,17.08,5.42,22.5
  / Northern Region ,41.69,117.85,14.78,174.32000000000002,868.98,3195.187856305391,366.27716627181826,4905.64
 / Chhattisgarh,0.0,1.8,0.0,1.8,31.3,75.8,7.25,114.35
 / Gujarat,149.62939013068092,33.12,0.0,205.44,2463.78,882.28,0.9,3346.96
  / Madhya Pradesh,27.5,13.62,1.0,42.120000000000005,378.3,373.35,25.0,776.6500000000001
 / Maharashtra,30.4,17.4,0.0,47.8,548.0,409.9,0.0,957.9
  / Western Region,149.62939013068092,65.94,1.0,297.16,2570.6922662519737,1741.33,33.15,5195.859999999999
  / Andhra Pradesh,25.94,25.17,0.0,51.11,465.6,642.8,0.0,1108.4
 / Telangana,0.75,21.94,0.0,22.69,15.23,559.62,0.0,574.85
 / Karnataka,29.3,49.69,8.99,87.97999999999999,534.79,1234.72,197.31,1966.82
 / Kerala,0.51,1.4,0.0,1.91,10.15,36.15,0.0,46.3
  / Tamil Nadu,42.89,31.3,0.0,74.19,974.69,736.5,0.0,1711.19
 / Puducherry,0.0,0.05,0.0,0.05,0.0,1.03,0.0,1.03
  / Southern Region,99.39,129.55,8.99,237.93,2000.46,3195.187856305391,197.31,5408.589999999999
 / Bihar,0.0,0.9,0.0,0.9,0.0,21.47,0.0,21.47
/ Odisha,0.0,2.58,0.0,2.58,0.0,53.69,0.0,53.69
 / Eastern Region,0.0,3.48,0.0,3.48,0.0,80.36,28.8,109.16
 / Assam,0.0,0.81,0.0,0.81,0.0,25.22,0.0,25.22
 / Mizoram ,0.0,0.11,0.0,0.11,0.0,2.53,0.0,2.53
-   / North-Eastern Region,0.0,0.94,0.0,0.94,0.0,28.250000000000004,0.0,28.250000000000004
 / Delhi,0.0,0.0,0.88,0.88,0.0,0.0,17.27,17.27
 / Haryana,0.0,0.84,0.71,1.5499999999999998,0.0,15.6,10.72,26.32
  / Himachal Pradesh,0.0,0.0,11.77,11.77,0.0,0.3,260.36,260.66
 / Punjab,0.0,4.04,2.74,6.78,0.0,76.01,58.74,134.75
 / Rajasthan,33.54,79.28,4.94,117.76,375.34,1623.9299999999998,19.63,2018.9
  / Uttar Pradesh,0.0,6.67,1.2,7.87,0.0,166.71,3.41,170.12
 / Uttarakhand,0.0,0.37,0.0,0.37,0.0,11.46,0.0,11.46
  / Northern Region ,33.54,91.2,20.664966039833857,146.98,375.34,1894.01,366.27716627181826,2639.48
 / Chhattisgarh,0.0,0.5,0.0,0.5,0.0,14.7,0.0,14.7
 / Gujarat,69.15,21.29,0.0,90.44,1184.64,387.9,0.6000000000000001,1573.14
  / Madhya Pradesh,12.4,6.32,0.7,19.42,264.9,170.55,13.2,448.65
 / Maharashtra,36.8,8.6,0.0,45.4,800.2,157.6,0.0,957.8
  / Western Region,118.35,36.71,0.7,155.76,2249.74,730.7500000000001,13.8,2994.29
  / Andhra Pradesh,47.06,22.69,0.0,69.75,815.15,389.7,0.0,1204.85
 / Telangana,1.66,18.97,0.0,20.63,29.25,290.44,0.0,319.69
 / Karnataka,39.82,36.18,20.664966039833857,110.81,860.31,646.5899999999999,366.27716627181826,2119.09
 / Kerala,0.48,1.2,0.0,1.68,12.06,20.72,0.0,32.78
  / Tamil Nadu,54.19,17.1,0.0,71.28999999999999,1813.78,419.6,0.0,2233.38
  / Southern Region,143.20999999999998,96.19,20.664966039833857,274.21,2570.6922662519737,1768.2200000000005,366.27716627181826,5748.910909279285
 / Bihar,0.0,0.0,0.34,0.34,0.0,0.0,9.88,9.88
/ Odisha,0.0,0.0,0.89,0.89,0.0,0.0,22.84,22.84
 / Eastern Region,0.0,0.0,3.87,3.87,0.0,0.0,85.52000000000001,85.52000000000001
 / Assam,0.0,0.76,0.0,0.76,0.0,13.27,0.0,13.27
-   / North-Eastern Region,0.0,0.78,0.0,0.78,0.0,13.6,0.0,13.6
 / Delhi,0.0,0.0,0.83,0.83,0.0,0.0,6.16,6.16
 / Haryana,0.0,0.88,0.93,1.81,0.0,8.69,9.8,18.49
  / Himachal Pradesh,0.0,0.0,5.23,5.23,0.0,0.21,43.86,44.07
 / Punjab,0.0,3.47,3.37,6.84,0.0,32.6,37.22,69.82
 / Rajasthan,12.87,70.9,0.31,84.08000000000001,172.42999999999998,700.09,5.4,877.92
  / Uttar Pradesh,0.0,9.5,0.0,9.5,0.0,106.05,0.83,106.88
 / Uttarakhand,0.0,0.8,0.8,1.6,0.0,6.66,7.24,13.9
  / Northern Region ,12.87,85.55,11.47,109.89,172.42999999999998,854.3,110.51,1137.24
 / Chhattisgarh,0.0,1.3,0.0,1.3,0.0,9.3,0.0,9.3
 / Gujarat,48.26,25.01,0.0,73.27,465.09,249.85,0.3,715.24
  / Madhya Pradesh,6.1,13.79,1.1,20.99,102.9,139.25,10.9,253.05
 / Maharashtra,8.1,6.6,0.0,14.7,87.4,75.7,0.0,163.10000000000002
  / Western Region,62.46,46.7,1.1,110.26,655.39,474.1,11.2,1140.69
  / Andhra Pradesh,14.04,22.16,0.0,36.2,176.94,235.11,0.0,412.05
 / Telangana,0.29,18.78,0.0,19.07,8.29,222.2,22.75,253.24
 / Karnataka,10.01,41.98,14.01,66.0,202.26,463.79,146.21,812.26
 / Kerala,0.09,0.78,0.0,0.87,2.21,8.13,0.0,10.34
  / Tamil Nadu,7.02,24.7,0.0,31.72,168.07999999999998,231.8,19.0,418.88
  / Southern Region,31.45,108.47,14.01,153.93,557.78,1162.23,187.96,1907.97
 / Bihar,0.0,0.0,0.7,0.7,0.0,0.0,6.699999999999999,6.699999999999999
/ Odisha,0.0,0.0,1.92,1.92,0.0,0.0,19.44,19.44
  / West Bengal,0.0,0.0,2.6,2.6,0.0,0.0,26.28,26.28
 / Eastern Region,0.0,0.0,5.220000000000001,5.220000000000001,0.0,0.0,52.42,52.42
 / Assam,0.0,0.47,0.0,0.47,0.0,4.4,0.0,4.4
-   / North-Eastern Region,0.0,0.49,0.0,0.49,0.0,4.62,0.0,4.62
   / All India,106.78,178.86251072912162,20.664966039833857,322.44788727246555,1385.6,2495.25,362.09,4242.9400000000005
 / Delhi,0.0,0.0,1.02,1.02,0.0,0.0,1.02,1.02
 / Haryana,0.0,0.61,0.62,1.23,0.0,0.61,0.62,1.23
  / Himachal Pradesh,0.0,0.05,9.35,9.4,0.0,0.05,9.35,9.4
 / Punjab,0.0,2.71,4.71,7.42,0.0,2.71,4.71,7.42
 / Rajasthan,29.43,56.09,0.41,85.93,29.43,56.09,0.41,85.93
  / Uttar Pradesh,0.0,8.58,0.0,8.58,0.0,8.58,0.0,8.58
  / Northern Region ,29.43,68.68,16.11,114.22,29.43,68.68,16.11,114.22
 / Chhattisgarh,0.0,1.2,0.0,1.2,0.0,1.2,0.0,1.2
 / Gujarat,97.86,26.05,0.0,123.91,97.86,26.05,0.0,123.91
  / Madhya Pradesh,12.3,8.48,0.0,20.78,12.3,8.48,0.0,20.78
 / Maharashtra,41.1,9.1,0.0,50.2,41.1,9.1,0.0,50.2
  / Western Region,149.62939013068092,44.83,0.0,196.09,151.26,44.83,0.0,196.09
  / Andhra Pradesh,50.21,20.43,0.0,70.64,50.21,20.43,0.0,70.64
 / Telangana,1.31,18.57,0.0,19.88,1.31,18.57,0.0,19.88
 / Karnataka,49.05,35.18,20.664966039833857,116.32,49.05,35.18,32.09,116.32
 / Kerala,0.73,0.76,0.0,1.49,0.73,0.76,0.0,1.49
  / Tamil Nadu,120.32999999999998,23.0,0.0,143.32999999999998,120.32999999999998,23.0,0.0,143.32999999999998
  / Southern Region,149.62939013068092,98.01,20.664966039833857,322.44788727246555,221.63,98.01,32.09,351.73
 / Bihar,0.0,0.0,0.56,0.56,0.0,0.0,0.56,0.56
/ Odisha,0.0,0.0,2.29,2.29,0.0,0.0,2.29,2.29
 / Eastern Region,0.0,0.0,5.49,5.49,0.0,0.0,5.49,5.49
 / Assam,0.0,0.21,0.0,0.21,0.0,0.21,0.0,0.21
-   / North-Eastern Region,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.22
   / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,402.32,211.74,53.690000000000005,667.75
 / Delhi,0.0,0.0,0.99,0.99,0.0,0.0,21.84,21.84
 / Haryana,0.0,0.53,1.26,1.79,0.0,11.34,29.04,40.38
  / Himachal Pradesh,0.0,0.0,2.91,2.91,0.0,0.29,96.58,96.87
 / Punjab,0.0,2.25,0.98,3.23,0.0,48.32,28.42,76.74
 / Rajasthan,14.01,43.510000000000005,0.64,58.16,264.88,1151.17,13.11,1429.16
  / Uttar Pradesh,0.0,4.359999999999999,0.0,4.359999999999999,0.0,205.15,0.0,205.15
 / Uttarakhand,0.0,0.5,0.83,1.33,0.0,13.2,26.38,39.58
  / Northern Region ,14.01,51.150000000000006,7.61,72.77,264.88,1429.4700000000005,216.79,1911.14
 / Chhattisgarh,0.0,0.2,0.0,0.2,0.0,22.3,0.0,22.3
 / Gujarat,53.21,21.52,0.0,74.72999999999999,1252.424,545.0,0.5,1797.924
  / Madhya Pradesh,7.4,5.75,1.4,14.55,229.2,269.19,33.0,531.39
 / Maharashtra,6.1,5.8,0.0,11.9,220.5,174.9,0.0,395.4
  / Western Region,66.71,33.27,1.4,101.38,1702.124,1011.39,33.5,2747.014
  / Andhra Pradesh,12.34,19.89,0.0,32.230000000000004,251.03,559.64,0.0,810.67
 / Telangana,0.54,17.37,0.0,17.91,16.58,504.35,15.03,535.96
 / Karnataka,11.46,37.03,15.31,63.8,359.36,1017.99,366.27716627181826,1816.63
 / Kerala,0.3,0.76,0.0,1.06,6.48,20.24,0.0,26.72
  / Tamil Nadu,16.96,19.6,0.0,36.56,390.78,500.0,0.0,890.78
  / Southern Region,41.6,94.65,15.31,151.56,1024.23,2602.32,366.27716627181826,4080.86
 / Bihar,0.0,0.0,0.17,0.17,0.0,0.0,12.82,12.82
/ Odisha,0.0,0.0,1.31,1.31,0.0,0.0,43.52,43.52
  / West Bengal,0.0,0.0,2.64,2.64,0.0,0.0,76.32000000000001,76.32000000000001
 / Eastern Region,0.0,0.0,4.12,4.12,0.0,0.0,132.66000000000005,132.66000000000005
 / Assam,0.0,0.09,0.0,0.09,0.0,6.3100000000000005,0.0,6.3100000000000005
-   / North-Eastern Region,0.0,0.11,0.0,0.11,0.0,6.78,0.0,6.78
   / All India,122.32,178.86251072912162,20.664966039833857,322.44788727246555,2570.6922662519737,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,1.76,1.76,0.0,0.0,28.3,28.3
 / Haryana,0.0,0.53,0.71,1.24,0.0,13.36,17.98,31.34
  / Himachal Pradesh,0.0,0.03,11.18,11.21,0.0,0.4700000000000001,170.33,170.8
 / Punjab,0.0,3.34,3.02,6.359999999999999,0.0,67.4,54.36000000000001,121.76000000000002
 / Rajasthan,26.770000000000003,109.76,0.49,137.02,522.28,2030.8,7.28,2560.36
  / Uttar Pradesh,0.0,10.75,0.0,10.75,0.0,160.23,2.51,162.73999999999998
 / Uttarakhand,0.0,0.16,0.0,0.16,0.0,7.4,0.0,7.4
  / Northern Region ,26.770000000000003,124.57,17.159999999999997,168.5,522.28,2279.66,280.76,3082.7000000000003
 / Chhattisgarh,0.0,1.5599999999999998,0.0,1.5599999999999998,0.0,22.06,0.0,22.06
 / Gujarat,78.11999999999999,19.77,0.1,97.98999999999998,1167.5,394.41,0.9,1562.81
  / Madhya Pradesh,10.3,9.46,0.7,20.46,188.3,160.3,14.9,363.5
 / Maharashtra,54.9,5.31,0.0,60.21,755.6,185.71,0.0,941.31
  / Western Region,143.32,36.1,0.7999999999999999,180.22,2111.4,762.48,15.8,2889.68
  / Andhra Pradesh,65.95,14.35,0.0,80.30000000000001,934.2,322.36,0.0,1256.56
 / Telangana,2.65,5.46,0.0,8.11,24.61,291.48,0.0,316.09
 / Karnataka,63.61,24.210000000000004,7.33,95.15,866.41,577.48,105.88,1549.77
 / Kerala,0.83,1.25,0.0,2.08,12.3,16.57,0.0,28.87
  / Tamil Nadu,138.81,30.67,0.0,169.48000000000002,1895.74,512.11,0.0,2407.85
  / Southern Region,149.62939013068092,75.98000000000002,7.33,322.44788727246555,2570.6922662519737,1720.61,105.88,5559.749999999999
 / Bihar,0.0,0.73,0.0,0.73,0.0,11.11,0.0,11.11
/ Odisha,0.0,1.09,0.0,1.09,0.0,39.06,0.0,39.06
 / Eastern Region,0.0,1.82,0.0,1.82,0.0,58.09,0.0,58.09
 / Assam,0.0,1.23,0.0,1.23,0.0,16.31,0.0,16.31
-   / North-Eastern Region,0.0,1.37,0.0,1.37,0.0,18.42,0.0,18.42
 / Delhi,0.0,0.0,0.49,0.49,0.0,0.0,14.76,14.76
 / Haryana,0.0,0.93,0.77,1.7000000000000002,0.0,21.58,23.17,44.75
  / Himachal Pradesh,0.0,0.0,9.22,9.22,0.0,0.3399999999999999,228.92,229.26
 / Punjab,0.0,3.8,3.37,7.17,0.0,83.26,87.92,171.18
 / Rajasthan,11.34,76.3,0.84,88.48,509.17,1858.72,18.7,2386.59
  / Uttar Pradesh,0.0,10.43,0.0,10.43,0.0,255.47,16.8,272.27
 / Uttarakhand,0.0,0.7,0.53,1.23,0.0,16.01,17.91,33.92
  / Northern Region ,11.34,92.16,15.22,118.72,509.17,2235.38,366.27716627181826,3152.73
 / Chhattisgarh,0.0,0.1,0.0,0.1,0.0,20.3,0.0,20.3
 / Gujarat,67.25999999999999,30.76,0.0,98.02,1205.61,675.15,0.3,1881.06
  / Madhya Pradesh,20.7,14.35,1.0,36.05,346.8,332.3,20.6,699.7
 / Maharashtra,10.3,6.7,0.0,17.0,328.0,210.4,0.0,538.4
  / Western Region,98.26,51.91,1.0,151.17,1880.41,1238.15,20.9,3139.4600000000005
  / Andhra Pradesh,7.49,23.99,0.0,31.480000000000004,258.5,551.81,0.0,810.31
 / Telangana,0.38,20.5,0.0,20.88,12.89,471.3,0.0,484.19
 / Karnataka,12.34,42.19,8.88,63.41,271.81,971.45,366.27716627181826,1683.11
 / Kerala,0.05,0.73,0.0,0.78,3.3000000000000003,17.96,0.0,21.26
  / Tamil Nadu,3.73,23.8,0.0,27.53,221.6,483.4,0.0,705.0
 / Puducherry,0.0,0.08,0.0,0.08,0.0,1.85,0.0,1.85
  / Southern Region,23.99,111.29,8.88,144.16000000000005,768.1,2497.77,366.27716627181826,3705.72
 / Bihar,0.0,0.0,0.61,0.61,0.0,0.0,14.45,14.45
/ Odisha,0.0,0.0,2.14,2.14,0.0,0.0,43.7,43.7
 / Eastern Region,0.0,0.0,5.390000000000001,5.390000000000001,0.0,0.0,121.31,121.31
 / Assam,0.0,0.38,0.0,0.38,0.0,9.06,0.0,9.06
-   / North-Eastern Region,0.0,0.4,0.0,0.4,0.0,9.38,0.0,9.38
   / All India,133.59,178.86251072912162,20.664966039833857,322.44788727246555,2570.6922662519737,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,0.26,0.26,0.0,0.0,6.05,6.05
 / Haryana,0.0,0.73,1.93,2.66,0.0,8.4,24.64,33.04
  / Himachal Pradesh,0.0,0.0,3.73,3.73,0.0,0.39,39.64,40.03
 / Punjab,0.0,2.74,2.74,5.48,0.0,25.13,32.88,58.010000000000005
 / Rajasthan,33.06,89.87,0.5,123.43,148.22,1044.05,6.53,1198.8
  / Uttar Pradesh,0.0,10.27,0.0,10.27,0.0,107.29,33.6,140.89
 / Uttarakhand,0.0,0.61,0.88,1.49,0.0,6.06,10.65,16.71
  / Northern Region ,33.06,104.22,10.04,147.32000000000002,148.22,1191.32,153.99,1493.53
 / Chhattisgarh,0.0,0.8,0.0,0.8,0.0,13.8,0.0,13.8
 / Gujarat,72.12,23.24,0.1,95.46,659.84,298.32000000000005,1.6,959.76
  / Madhya Pradesh,8.7,9.1,1.6,19.4,92.5,129.81,17.0,239.31
 / Maharashtra,15.6,7.1,0.0,22.7,130.5,126.1,0.0,256.6
  / Western Region,96.42,40.24,1.7000000000000002,138.36,882.84,568.0300000000001,18.6,1469.4700000000005
  / Andhra Pradesh,13.93,6.5,0.0,20.43,144.64,179.29000000000002,0.0,323.93
 / Telangana,1.04,9.78,0.0,10.82,10.74,169.24,0.0,179.98000000000002
 / Karnataka,20.53,17.2,13.57,51.3,190.51,363.52,185.3,739.3299999999999
 / Kerala,0.17,0.74,0.0,0.91,2.4,11.96,0.0,14.36
  / Tamil Nadu,26.95,19.9,0.0,46.85,289.98,206.5,0.0,496.48
  / Southern Region,62.620000000000005,54.120000000000005,13.57,130.31,638.27,930.93,185.3,1754.5
 / Bihar,0.0,0.48,0.0,0.48,0.0,2.79,2.82,5.609999999999999
/ Odisha,0.0,1.57,0.0,1.57,0.0,8.62,10.01,18.63
 / Eastern Region,0.0,2.05,0.0,2.05,0.0,11.41,20.75,32.16
 / Assam,0.0,0.72,0.0,0.72,0.0,9.4,0.0,9.4
-   / North-Eastern Region,0.0,0.74,0.0,0.74,0.0,9.62,0.0,9.62
   / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,1669.33,2711.3099999999995,366.27716627181826,4759.28
 / Delhi,0.0,0.0,1.88,1.88,0.0,0.0,25.35,25.35
 / Haryana,0.0,0.97,1.2,2.17,0.0,13.96,27.27,41.23
  / Himachal Pradesh,0.0,0.18,8.52,8.7,0.0,2.78,122.58,125.36
 / Punjab,0.0,5.31,3.14,8.45,0.0,82.03000000000002,53.38,135.41000000000005
 / Rajasthan,12.89,118.10999999999996,0.31,131.30999999999997,233.73,2138.89,6.3,2378.92
  / Uttar Pradesh,0.0,14.4,0.0,14.4,0.0,224.95,0.0,224.95
 / Uttarakhand,0.0,0.78,0.0,0.78,0.0,11.349999999999998,0.1699999999999999,11.519999999999998
  / Northern Region ,12.89,139.74999999999994,15.05,167.68999999999994,233.73,2473.96,235.05,2942.74
 / Chhattisgarh,0.0,3.41,1.1,4.51,0.0,46.53,14.6,61.13
 / Gujarat,45.88000000000001,50.03000000000001,0.1,96.01000000000002,1010.1699999999996,814.3120000000001,1.8000000000000005,1826.282
  / Madhya Pradesh,6.9,19.48,1.6,27.980000000000004,170.8,254.59,25.6,450.99
 / Maharashtra,11.4,15.15,0.0,26.55,218.40000000000003,263.33,0.0,481.73
  / Western Region,64.18,88.07000000000002,2.8000000000000003,155.05000000000004,1399.37,1378.762,42.0,2820.132
  / Andhra Pradesh,7.92,22.19,0.0,30.109999999999992,257.78,440.59,0.0,698.37
 / Telangana,0.56,19.6,0.0,20.16,12.250000000000002,356.38000000000005,0.0,368.63000000000005
 / Karnataka,17.25,43.59000000000001,2.98,63.82000000000001,240.85,813.0300000000001,112.55,1166.43
 / Kerala,0.19,1.42,0.0,1.61,2.47,24.57,0.0,27.04
  / Tamil Nadu,11.95,42.17,0.0,54.120000000000005,238.48,648.4599999999999,0.0,886.9399999999999
  / Southern Region,37.870000000000005,129.04,2.98,169.89,751.83,2284.16,112.55,3148.5400000000004
 / Bihar,0.0,0.89,0.0,0.89,0.0,12.18,0.0,12.18
/ Odisha,0.0,2.43,0.0,2.43,0.0,35.18,0.0,35.18
 / Eastern Region,0.0,3.3200000000000003,0.0,3.3200000000000003,0.0,47.36,0.0,47.36
 / Assam,0.0,0.86,0.0,0.86,0.0,15.9,0.0,15.9
 / Mizoram ,0.0,0.1,0.0,0.1,0.0,2.09,0.0,2.09
